0,s1_t_018.jpg,0.375183,0.143246,0.158013,0.038503,0.026159,0.034007,0.032560,0.018638,0.010217,0.010219,0.005784,0.006619,0.006258,0.005628,0.005402,0.003033,0.005562,0.011551,0.006345,0.006203
0,s1_t_019.jpg,0.362855,0.186551,0.171590,0.053988,0.030966,0.027853,0.037982,0.012332,0.013549,0.007675,0.020833,0.019293,0.007916,0.008908,0.007192,0.006858,0.014557,0.008338,0.015135,0.011517
0,s1_t_021.jpg,0.412464,0.178998,0.177963,0.040907,0.028045,0.011762,0.028309,0.016265,0.034044,0.012307,0.021918,0.011410,0.007558,0.009217,0.008029,0.004411,0.011646,0.013184,0.003564,0.007268
0,s1_t_024.jpg,0.404148,0.193123,0.166612,0.053901,0.040176,0.023579,0.024313,0.011559,0.017592,0.009076,0.029243,0.008795,0.015860,0.011121,0.009251,0.010347,0.004733,0.010632,0.008467,0.005535
0,s1_t_026.jpg,0.331422,0.216845,0.060455,0.132514,0.052440,0.024820,0.050813,0.024216,0.034493,0.014135,0.021585,0.005412,0.017617,0.008638,0.005451,0.014468,0.016570,0.006135,0.017041,0.016183
0,s1_t_028.jpg,0.192835,0.302662,0.123500,0.148642,0.031400,0.062845,0.028474,0.048709,0.024499,0.035094,0.007850,0.011683,0.006531,0.010014,0.007894,0.009240,0.011806,0.008386,0.008465,0.013219
0,s1_t_031.jpg,0.365037,0.217006,0.169745,0.099649,0.055753,0.014112,0.051633,0.031483,0.047731,0.010157,0.018751,0.005093,0.017907,0.008498,0.010759,0.013008,0.008456,0.009421,0.006506,0.009229
0,s1_t_033.jpg,0.309601,0.268184,0.194330,0.113756,0.056179,0.038383,0.024888,0.025761,0.023996,0.002060,0.007295,0.008470,0.012004,0.002773,0.003607,0.009364,0.015790,0.013459,0.014455,0.005908
0,s1_t_036.jpg,0.323247,0.248825,0.141333,0.133096,0.073257,0.051993,0.045303,0.022533,0.019753,0.023689,0.022585,0.006244,0.018309,0.012630,0.015320,0.013722,0.004382,0.009361,0.009458,0.018364
0,s1_t_041.jpg,0.249798,0.239207,0.138937,0.072158,0.033530,0.031904,0.020342,0.023254,0.026392,0.049442,0.027149,0.019412,0.007244,0.014706,0.014551,0.009470,0.006896,0.011392,0.016895,0.005357
0,s1_t_045.jpg,0.154486,0.228723,0.077887,0.092507,0.041336,0.061138,0.039940,0.027828,0.019822,0.025733,0.013554,0.018313,0.018973,0.009915,0.010448,0.004123,0.017159,0.013964,0.002716,0.021699
0,s1_t_127.jpg,0.252775,0.096455,0.112638,0.041461,0.022300,0.023844,0.022169,0.009965,0.016819,0.013360,0.010120,0.012982,0.010375,0.003248,0.016097,0.010418,0.009766,0.007981,0.003248,0.012977
0,s1_t_129.jpg,0.313776,0.109720,0.154802,0.048737,0.015206,0.017604,0.033148,0.005392,0.016430,0.015037,0.014144,0.013712,0.015000,0.013479,0.013450,0.010328,0.006361,0.007516,0.014350,0.006897
0,s1_t_133.jpg,0.311289,0.104807,0.160811,0.041682,0.013060,0.021014,0.010659,0.012981,0.019601,0.014963,0.006322,0.011208,0.006496,0.019990,0.009893,0.011213,0.003519,0.010258,0.003009,0.006662
0,s1_t_139.jpg,0.350212,0.131750,0.164151,0.060520,0.017489,0.025446,0.023504,0.014767,0.013677,0.018980,0.008116,0.006748,0.010307,0.008511,0.006630,0.004550,0.005959,0.004836,0.004664,0.005601
0,s1_t_143.jpg,0.344855,0.138209,0.173874,0.047911,0.011269,0.025372,0.014608,0.015711,0.011160,0.016055,0.005984,0.005442,0.009210,0.005632,0.006273,0.006893,0.003664,0.004632,0.007991,0.002823
0,s1_t_144.jpg,0.358430,0.140245,0.174846,0.049278,0.008966,0.026077,0.021255,0.016503,0.010218,0.015765,0.005604,0.006311,0.010036,0.005080,0.004294,0.005758,0.006065,0.005980,0.008246,0.004052
0,s1_t_146.jpg,0.379755,0.149838,0.189839,0.069684,0.005840,0.030442,0.015258,0.011647,0.010730,0.017834,0.007373,0.005171,0.005470,0.010573,0.006562,0.004271,0.004392,0.005848,0.004482,0.008076
0,s1_t_147.jpg,0.348066,0.120238,0.177908,0.063795,0.008827,0.033547,0.019427,0.016977,0.015710,0.013372,0.007009,0.008436,0.006849,0.003951,0.003957,0.004034,0.000747,0.008629,0.003177,0.002674
0,s1_t_165.jpg,0.341606,0.138804,0.148680,0.086914,0.045873,0.025046,0.025746,0.017556,0.011916,0.015763,0.004824,0.014406,0.007836,0.004561,0.010386,0.004539,0.006432,0.007002,0.003833,0.002748
0,s1_t_213.jpg,0.529236,0.240750,0.067403,0.204553,0.106342,0.135038,0.028966,0.038680,0.058050,0.058653,0.052693,0.015790,0.036985,0.026925,0.029165,0.019748,0.014882,0.008243,0.006639,0.014846
0,s1_t_214.jpg,0.184160,0.224991,0.034631,0.104804,0.031323,0.087649,0.021259,0.033062,0.012694,0.016829,0.015317,0.016908,0.015846,0.015611,0.005061,0.005464,0.012580,0.007121,0.006096,0.002631
0,s1_t_215.jpg,0.113923,0.230688,0.103738,0.134161,0.051713,0.086098,0.029768,0.033512,0.012774,0.022279,0.024861,0.016295,0.009230,0.010718,0.006420,0.010310,0.010212,0.015430,0.004279,0.005701
0,s1_t_216.jpg,0.296988,0.305982,0.145324,0.120362,0.012193,0.099431,0.054838,0.045868,0.042432,0.032477,0.007623,0.012939,0.015290,0.021293,0.015977,0.008544,0.013685,0.005018,0.007607,0.009973
0,s1_t_217.jpg,0.576372,0.359676,0.166959,0.108812,0.026150,0.113303,0.076723,0.049889,0.008027,0.029733,0.008973,0.026694,0.020013,0.024370,0.019687,0.018735,0.008548,0.004668,0.011866,0.010678
0,s1_t_218.jpg,0.618318,0.485520,0.238913,0.076338,0.076405,0.106470,0.073739,0.065603,0.022349,0.028874,0.015886,0.025497,0.020655,0.027306,0.010663,0.011152,0.020794,0.012366,0.022928,0.006978
0,s1_t_219.jpg,0.588821,0.540819,0.281307,0.063851,0.081179,0.113217,0.073498,0.070099,0.017170,0.032097,0.023310,0.014669,0.023456,0.017851,0.006808,0.019285,0.018883,0.028067,0.013790,0.013080
0,s1_t_220.jpg,0.595172,0.483094,0.300090,0.096518,0.065105,0.105791,0.076366,0.072623,0.047719,0.031517,0.015887,0.019363,0.013782,0.026416,0.010798,0.019531,0.017875,0.019261,0.016736,0.014640
0,s1_t_221.jpg,0.517586,0.260473,0.315102,0.116347,0.065999,0.064928,0.086554,0.044529,0.052791,0.027195,0.034033,0.037583,0.035787,0.028527,0.018772,0.016944,0.014382,0.008535,0.011267,0.012557
0,s1_t_222.jpg,0.426838,0.152625,0.223009,0.102805,0.112203,0.030630,0.073039,0.072092,0.050454,0.042572,0.036955,0.017515,0.018151,0.010581,0.024435,0.013876,0.007554,0.005562,0.003980,0.006823
0,s1_t_223.jpg,0.293660,0.312150,0.112965,0.105578,0.109269,0.034887,0.035765,0.077877,0.041344,0.023549,0.026238,0.021714,0.037765,0.022066,0.015117,0.013707,0.013833,0.007371,0.004442,0.007507
0,s1_t_229.jpg,0.120637,0.309583,0.070179,0.095333,0.043275,0.097761,0.025423,0.023250,0.012698,0.032371,0.020431,0.012680,0.010931,0.019745,0.007921,0.003622,0.011667,0.006956,0.008824,0.006833
0,s1_t_230.jpg,0.252265,0.327632,0.088600,0.107301,0.042236,0.060775,0.047424,0.033443,0.020251,0.027010,0.012549,0.008037,0.010380,0.016513,0.009014,0.006668,0.010173,0.004915,0.008438,0.006033
0,s1_t_231.jpg,0.278042,0.334645,0.137259,0.083626,0.066187,0.068183,0.040222,0.035259,0.024642,0.023598,0.016367,0.011019,0.012078,0.013165,0.012903,0.013251,0.013271,0.006798,0.014671,0.012383
0,s1_t_232.jpg,0.275222,0.364472,0.152452,0.091720,0.072216,0.067882,0.037484,0.042491,0.026600,0.022789,0.022067,0.011702,0.011941,0.012950,0.010101,0.012185,0.011288,0.010402,0.016919,0.014096
0,s1_t_233.jpg,0.282581,0.373399,0.184751,0.100366,0.061522,0.064565,0.045769,0.046735,0.031617,0.027814,0.011242,0.017142,0.018147,0.014125,0.010709,0.013736,0.010288,0.016206,0.012684,0.013329
0,s1_t_234.jpg,0.349746,0.473481,0.269361,0.133281,0.077487,0.097698,0.063631,0.031983,0.029744,0.027469,0.017262,0.014640,0.026773,0.030848,0.008392,0.020113,0.008608,0.023766,0.011298,0.010236
0,s1_t_235.jpg,0.397467,0.314964,0.371351,0.076827,0.023240,0.097836,0.058701,0.052431,0.055781,0.014707,0.025298,0.013195,0.018040,0.028637,0.014700,0.013663,0.015737,0.022339,0.027039,0.018934
0,s1_t_236.jpg,0.458954,0.435038,0.359919,0.106800,0.047899,0.097474,0.051700,0.037769,0.042911,0.049743,0.024692,0.011375,0.012396,0.026134,0.019661,0.009764,0.010580,0.017243,0.025709,0.013414
0,s1_t_237.jpg,0.459459,0.451952,0.354380,0.107280,0.050330,0.102350,0.047357,0.041094,0.047350,0.053707,0.025808,0.018882,0.014537,0.023929,0.015699,0.010976,0.009594,0.019220,0.019145,0.012072
0,s1_t_238.jpg,0.443635,0.444745,0.338142,0.092387,0.052866,0.113579,0.050362,0.043942,0.057301,0.049593,0.027132,0.016305,0.016784,0.029958,0.015075,0.016640,0.012686,0.020574,0.019594,0.008832
0,s1_t_239.jpg,0.432812,0.433029,0.358302,0.088862,0.032910,0.105904,0.060560,0.049613,0.051206,0.049806,0.022037,0.013454,0.014006,0.023244,0.011748,0.014518,0.012144,0.015393,0.027559,0.010754
0,s1_t_240.jpg,0.364655,0.358514,0.363855,0.038965,0.050169,0.107356,0.045669,0.057366,0.044533,0.042935,0.021345,0.014563,0.036110,0.032131,0.020296,0.017414,0.018624,0.021492,0.022675,0.009463
0,s1_t_241.jpg,0.414584,0.157599,0.189348,0.074859,0.107760,0.028783,0.069897,0.041842,0.051430,0.039001,0.025612,0.018678,0.018577,0.031018,0.017588,0.010597,0.020769,0.009143,0.002672,0.010473
0,s1_t_242.jpg,0.353213,0.177959,0.152701,0.073949,0.073803,0.032398,0.054235,0.034308,0.017004,0.019607,0.019637,0.033305,0.019101,0.024246,0.005613,0.007547,0.014248,0.008749,0.009071,0.009020
0,s1_t_243.jpg,0.413737,0.242878,0.209998,0.057105,0.069393,0.063462,0.065655,0.051954,0.050819,0.022517,0.010951,0.016050,0.025294,0.015373,0.016885,0.019987,0.023226,0.017705,0.010981,0.004874
0,s1_t_244.jpg,0.464797,0.266574,0.195502,0.101943,0.091298,0.052188,0.072865,0.032096,0.033753,0.032850,0.026781,0.010198,0.012381,0.017089,0.017243,0.009707,0.009438,0.013443,0.004041,0.013377
0,s1_t_245.jpg,0.219243,0.254926,0.119468,0.072069,0.011054,0.105789,0.030073,0.023924,0.014258,0.019689,0.008450,0.019147,0.016833,0.010670,0.003868,0.011033,0.005968,0.010431,0.008505,0.009319
0,s1_t_246.jpg,0.105717,0.348062,0.154186,0.159744,0.030558,0.085644,0.028013,0.042797,0.027744,0.024115,0.018954,0.018528,0.008760,0.017672,0.014067,0.016058,0.010148,0.008579,0.008214,0.006974
0,s1_t_247.jpg,0.159044,0.384141,0.181686,0.159030,0.030656,0.065415,0.015519,0.048240,0.028785,0.025092,0.020519,0.017233,0.009099,0.014427,0.007187,0.015637,0.004124,0.009925,0.003800,0.014527
0,s1_t_248.jpg,0.201476,0.279530,0.219933,0.113572,0.057409,0.060760,0.045523,0.020864,0.035285,0.023725,0.027307,0.029253,0.022845,0.012546,0.013469,0.012480,0.005717,0.008045,0.010982,0.010933
0,s1_t_249.jpg,0.167178,0.214210,0.212874,0.086171,0.066157,0.060738,0.039681,0.041138,0.040795,0.018713,0.034666,0.018808,0.019854,0.006213,0.016722,0.010835,0.009582,0.005175,0.012045,0.007843
0,s1_t_250.jpg,0.197151,0.200762,0.180896,0.085749,0.051702,0.041374,0.035413,0.032769,0.037339,0.024662,0.016240,0.016545,0.017590,0.020257,0.019126,0.007594,0.008902,0.006199,0.013697,0.007972
0,s1_t_251.jpg,0.796605,0.326756,0.145791,0.110951,0.126391,0.116826,0.048643,0.053203,0.075087,0.029465,0.052278,0.027628,0.031136,0.020927,0.019862,0.034168,0.017399,0.016251,0.023832,0.007566
0,s1_t_252.jpg,0.319389,0.231943,0.139680,0.108380,0.052624,0.047887,0.033780,0.035679,0.018718,0.018280,0.012194,0.012999,0.016504,0.009828,0.019078,0.015931,0.010663,0.008756,0.016144,0.012676
